CÓDIGO;COMPONENTE CURRICULAR;TURMA;HORARIO 1;HORARIO 2;HORARIO 3;PERÍODO;TIPO;DEPARTAMENTO;LOCAL;VAGAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6485;MATEMATICA P/ ENGENHARIA III;SF3;TER - 16:00 as 18:00;QUI - 13:00 as 15:00;;3;;DM;CEAGRI II -1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13107;MELHORAMENTO FLORESTAL;SF3;QUA - 16:00 as 18:00;SEX -13:00 as 15:00;;7;;DCFL;CEAGRI II -1º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;METEOROLOGIA E CLIMATOLOGIA A;SF3;SEG - 13:00 as 15:00;QUI - 16:00 as 18:00;;5;;DEPA;CEAGRI II -1º andar - Sala 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13215;MICROBIOLOGIA FLORESTAL;SF3;SEG - 16:00 as 18:00;QUI - 13:00 as 15:00;;5;;DCFL;CEAGRI II -1º andar - Sala 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2156;MORFOLOGIA DE FANERÓGAMAS;SF3;QUA - 13:00 as 16:00;SEX - 15:00 as 16:00;;1;;DB;CEAGRI II -1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13216;PROTEÇÃO CONTRA INCÊNDIOS FLORESTAIS;SF3;SEG - 13:00 as 16:00;;;7;;DCFL;CEAGRI II -1º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13228;REGENERAÇÃO NATURAL DE FLORESTAS;SF3;SEG- 09:00 as 12:00;;;8;OPTATIVA;DCFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13131;SECAGEM DA MADEIRA;SF3;QUI - 13:00 as 16:00;;;7;OPTATIVA;DCFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13333;SISTEMA DE INFORMAÇÃO GEOGRÁFICA-SIG;SF3;TER - 13:00 às 15:00;;;9;OPTATIVA;DCFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13121;TECNOLOGIA DA MADEIRA;SF3;QUA - 16:00 as 18:00;SEX- 13:00 as 15:00;;5;;DCFL;CEAGRI II -1º andar - Sala 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13312;TÓPICOS ESPECIAIS EM EXPERIMENTAÇÃO  FLORESTAL;SF3;QUI - 13:00 às 16:00;;;7;OPTATIVA;DCFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13124;VIVEIROS FLORESTAIS;SF3;TER - 13:00 as 16:00;;;7;;DCFL;CEAGRI II -1º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2631;ZOOLOGIA GERAL;SF3;TER - 13:00 as 16:00;QUI - 15:00 as 16:00;;1;;DB;CEAGRI II -1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4163;ADMINISTRAÇÃO FINANCEIRA;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;4;;DADM;CEGARI 2- LAB 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6418;ÁLGEBRA VETORIAL E LINEAR PARA COMPUTAÇÃO;SI1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;3;;DM;CEAGRI 1- LAB 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6214;ALGORITMOS E ESTRUTURAS DE DADOS;SI1;TER - 10:00 as 12:00;QUI - 10:00 as 12:00;;2;;DEINFO;CEAGRI 1- LAB 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14310;ANÁLISE E PROJETO DE SISTEMAS DE INFORMAÇÃO;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;5;;DEINFO;CEAGRI 1- LAB 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4202;ANÁLISE ORGANIZACIONAL E DE PROCESSOS;SI1;TER - 08:00 as 10:00;QUI - 08:00 as 10:00;;8;;DADM;CEAGRI 2- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6258;ASPECTOS FILOSÓFICOS E SOCIOLÓGICOS DA INFORMÁTICA;SI1;QUA - 08:00 as 10:00;SEX - 08:00 as 10:00;;8;;DEINFO;CEAGRI 2- SALA 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6438;CÁLCULO A UMA VARIÁVEL;SI1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;1;;DM;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6439;CÁLCULO A VÁRIAS VARIÁVEIS;SI1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;2;;DM;CEAGRI 2- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14326;DATA WAREHOUSING & BUSINESS INTELLIGENCE;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14125;DESENVOLVIMENTO DE APLICAÇÕES PARA WEB;SI1;QUA -08:00 as 12:00;;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6278;ELEMENTOS DE EPIDEMIOLOGIA COMPUTACIONAL;SI1;QUA - 08:00 as 12:00;;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4195;EMPREENDEDORISMO E LEGISLAÇÃO;SI1;TER - 10:00 as 12:00;SEX - 08:00 as 10:00;;6;;DADM;CEAGRI 2- SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6243;ESTATÍSTICA EXPLORATÓRIA I;SI1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;4;;DEINFO;CEAGRI 2- SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6309;FÍSICA PARA COMPUTAÇÃO;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;3;;DF;CEAGRI 2- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4203;FUNDAMENTOS DA ESTRATÉGIA COMPETITIVA;SI1;SEG - 08:00 as 10:00;TER - 10:00 as 12:00;;9;;DADM;CEAGRI 2- LAB 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6288;FUNDAMENTOS DE BANCO DE DADOS;SI1;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;;4;;DEINFO;CEAGRI 2- LAB 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14705;FUNDAMENTOS DE CRIPTOGRAFIA;SI1;SEG - 10:00 as 12:00;QUA -10:00 as 12:00;;;OPTATIVA;DEINFO;"na 2ª - CEAGRI 2- LAB 39; na 4ª CEAGRI 2- SALA 22";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6287;FUNDAMENTOS DE ENGENHARIA DE SOFTWARE;SI1;TER - 08:00 as 12:00;;;3;;DEINFO;CEAGRI 1- LAB 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4162;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;SI1;TER - 08:00 as 10:00;SEX - 10:00 as 12:00;;2;;DADM;CEAGRI 1- LAB 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6296;GERÊNCIA DE PROJETOS DE SOFTWARE;SI1;TER - 08:00 as 12:00;;;5;;DEINFO;CEAGRI 2- LAB 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6246;INFRA ESTRUTURA DE HARDWARE;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;5;;DEINFO;CEAGRI 1- LAB 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6259;INFRA-ESTRUTURA DE SOFTWARE;SI1;SEG - 08:00 as 10:00;TER - 10:00 as 12:00;;8;;DEINFO;CEAGRI 2- LAB 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6253;INTERFACES HOMEM-MÁQUINA;SI1;SEG - 08:00 as 12:00;;;7;;DEINFO;CEAGRI 2- LAB 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4106;INTRODUÇÃO À ECONOMIA;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;3;;DECON;CEAGRI 2- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6236;INTRODUÇÃO A PROGRAMAÇÃO;SI1;TER - 10:00 as 12:00;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;1;;DEINFO;CEAGRI 1- LAB 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6239;INTRODUÇÃO A TEORIA DA COMPUTAÇÃO;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;2;;DEINFO;CEAGRI 1- LAB 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6274;LABORATÓRIO DE INFORMÁTICA;SI1;QUI - 10:00 as 12:00;;;1;;DEINFO;CEAGRI  2- SALA 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6283;LABORATÓRIO DE PROGRAMAÇÃO;SI1;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;;2;;DEINFO;CEAGRI 1- LAB 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6203;MATEMÁTICA DISCRETA;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;1;;DEINFO;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6295;METODOLOGIA DE EXPRESSÃO TÉCNICA E CIENTÍFICA;SI1;SEG- 10:00 as 12:00;QUA - 10:00 as 12:00;;5;;DEINFO;CEAGRI 1- LAB 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14035;MODELAGEM COMPUTACIONAL;SI1;TER - 14:00 as 16:00;QUI - 14:00 as 16:00;;;OPTATIVA;DEINFO;AUDITÓRIO DO DEINFO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6286;MODELAGEM E PROGRAMAÇÃO ORIENTADA A OBJETOS;SI1;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;;3;;DEINFO;CEAGRI 1- LAB 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14027;MODELOS EM REDES;SI1;QUA - 14:00 as 18:00;;;;OPTATIVA;DEINFO;CEAGRI 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6252;PARADIGMAS DE PROGRAMAÇÃO;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;7;;DEINFO;CEAGRI 1- LAB 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6289;PROCESSO DE DESENVOLVIMENTO DE SOFTWARE;SI1;TER - 08:00 as 12:00;;;4;;DEINFO;CEAGRI 2- LAB 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6297;PROJETO DE BANCO DE DADOS;SI1;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;;5;;DEINFO;CEAGRI 2- LAB 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14308;PROJETO DE CONCLUSÃO DE CURSO;SI1;;;;10;;DEINFO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6298;PROJETO DE SISTEMAS DISTRIBUÍDOS;SI1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;6;;DEINFO;CEAGRI 2- LAB 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5345;PSICOLOGIA APLICADA AS ORGANIZAÇÕES;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;4;;DED;CEAGRI 2- SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14019;RECONHECIMENTO DE PADRÕES;SI1;SEG - 10:00 as 12:00;QUA -10:00 as 12:00;;;OPTATIVA;DEINFO;CEAGRI 1- LAB 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6249;REDES E SISTEMAS INTERNET;SI1;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;6;;DEINFO;CEAGRI 2- LAB 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6299;SEGURANÇA E AUDITORIA DE SISTEMAS DE INFORMAÇÃO;SI1;SEG - 10:00 as 12:00;TER - 08:00 as 10:00;;9;;DEINFO;CEAGRI 2- LAB 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325;SISTEMAS COLABORATIVOS;SI1;TER - 08:00 as 10:00;QUI - 08:00 as 10:00;;;OPTATIVA;DEINFO;CEAGRI 2- SALA  22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4236;SISTEMAS DE APOIO À DECISÃO;SI1;TER - 10:00 as 12:00;SEX - 08:00 as 10:00;;7;;DADM;CEAGRI 2- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14703;TENDÊNCIAS TECNOLÓGICAS EM TIC;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4166;TEORIA GERAL DA ADMINISTRAÇÃO;SI1;TER - 08:00 as 10:00;SEX - 10:00 as 12:00;;1;;DADM;CEAGRI  2- SALA 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14024;TÓPICOS AVANÇADOS EM INTELIGÊNCIA ARTIFICIAL;SI1;QUI - 10:00 as 12:00;SEX - 10:00 as 12:00;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14011;TÓPICOS AVANÇADOS EM REDES DE COMPUTADORES;SI1;SEG - 10:00 as 12:00;QUA -10:00 as 12:00;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14036;TÓPICOS EM MODELAGEM COMPUTACIONAL;SI1;QUI - 08:00 as 12:00;;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6277;TÓPICOS EM OTIMIZAÇÃO;SI1;SEX - 08:00 as 12:00;;;;OPTATIVA;DEINFO;CEAGRI 2- LAB 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6236;INTRODUÇÃO A PROGRAMAÇÃO;SI2;TER - 10:00 as 12:00;QUI - 08:00 as 10:00;SEX - 08:00 as 10:00;1;EXTRA;DEINFO;CEAGRI 2- LAB 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6203;MATEMÁTICA DISCRETA;SI2;SEG - 08:00 as 10:00;QUA - 08:00 as 10:00;;1;EXTRA;DEINFO;CEAGRI  2- SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10226;ANALISE QUIMICA;SP1;QUA - 10:00 as 12:00;QUI - 07:00 as 09:00;;2;;DQ;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9346;AVALIAÇÃO DE RECURSOS PESQUEIROS S;SP1;QUA - 07:00 as 09:00;QUI - 10:00 as 12:00;;6;;DEPAQ;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7207;BIOQUIMICA I;SP1;SEG - 07:00 as 09:00;TER - 10:00 as 12:00;;2;;DMFA;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9349;CONTROLE DE QUALIDADE E CONSERVAÇÃO DE PRODUTOS PESQUEIROS;SP1;SEG - 07:00 as 09:00;TER - 07:00 as 10:00;;4;;DEPAQ;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9366;CULTIVO DE ZOOPLÂNCTON;SP1;TER - 07:00 as 09:00;;;6;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9365;DESENVOLVIMENTO TECNOLÓGICO NA AQUICULTURA;SP1;TER - 10:00 as 12:00;;;8;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2268;ECOLOGIA BASICA S;SP1;QUA - 07:00 as 10:00;;;2;;DB;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11220;ENGENHARIA PARA AQUICULTURA S;SP1;SEG - 11:00 as 12:00;TER - 09:00 as 12:00;;6;;DEPAQ;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9453;ESTÁGIO SUPERVISIONADO OBRIGATÓRIO - ENG. DE PESCA;SP1;;;;10;;DEPAQ;CEGOE - Tér. - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5419;EXTENSÃO PESQUEIRA;SP1;QUA - 09:00 as 12:00;QUI - 09:00 as 10:00;;6;;DED;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6322;FISICA PARA ENGENHARIA I;SP1;TER - 09:00 as 10:00;QUI - 09:00 as 12:00;;2;;DF;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9111;FUNDAMENTOS DA RANICULTURA;SP1;TER - 07:00 as 09:00;;;6;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9369;FUNDAMENTOS DE EPIDEMIOLOGIA APLICADOS A ANIMAIS AQUÁTICOS;SP1;TER - 10:00 as 12:00;;;8;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4461;FUNDAMENTOS DE SOCIOLOGIA RURAL;SP1;SEG - 09:00 as 12:00;;;2;;DECISO;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9133;GENÉTICA APLICADA À PESCA E AQUICULTURA S;SP1;QUI- 10:00 as 12:00;SEX - 10:00 as 12:00;;4;;DEPAQ;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11263;GEOPROCESSAMENTO E SENSORIAMENTO REMOTO;SP1;SEG - 07:00 as 09:00;SEX - 07:00 as 10:00;;6;;DTR;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9113;HISTÓRICO E PANORAMA DA AQUICULTURA;SP1;TER - 07:00 as 09:00;SEX - 10:00 as 12:00;;6;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9135;ICTIOLOGIA  P;SP1;QUI - 09:00 as 10:00;SEX - 07:00 as 10:00;;4;;DEPAQ;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6262;INTRODUÇÃO À INFORMÁTICA;SP1;SEX - 09:00 as 12:00;;;2;;DEINFO;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9114;INTRODUÇÃO AO PROGRAMA R PARA ANÁLISE DE DADOS ECOLÓGICOS;SP1;TER - 16:00 as 18:00;QUI - 16:00 as 18:00;;OPT;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4742;LEGISLACAO AMBIENTAL;SP1;SEX - 10:00 as 12:00;;;6;OPTATIVA;DECISO;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11442;MÁQUINAS E MOTORES UTILIZADOS NA PESCA;SP1;SEG - 10:00 as 12:00;QUI - 10:00 as 12:00;;8;;DTR;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6484;MATEMATICA PARA ENGENHARIA II;SP1;TER - 07:00 as 09:00;SEX - 07:00 as 09:00;;2;;DM;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11440;MECANICA APLICADA À PESCA;SP1;SEG - 09:00 as 12:00;QUA - 11:00 as 12:00;;4;;DTR;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9328;MÉTODOS ESTATÍSTICOS APLICADOS À PESCA;SP1;TER - 10:00 as 12:00;QUI - 07:00 as 09:00;;4;;DEPAQ;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9321;NAVEGAÇÃO I;SP1;SEG - 07:00 as 10:00;TER - 07:00 as 08:00;SEX - 11:00 as 12:00;8;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9214;OCEANOGRAFIA ABIÓTICA;SP1;SEG - 09:00 as 11:00;QUI - 07:00 as 09:00;;6;;DEPAQ;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9360;OPERAÇÕES DE CAPTURA;SP1;TER - 10:00 as 12:00;;;8;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9154;PISCICULTURA CONTINENTAL;SP1;TER - 08:00 AS 10:00;SEX - 07:00 as 09:00;;8;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9155;PISCICULTURA MARINHA S;SP1;QUI - 07:00 as 10:00;;;8;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9219;POLUIÇÃO AQUÁTICA;SP1;QUA - 07:00 as 10:00;;;8;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9356;TECNOLOGIA DE APARELHOS DE PESCA;SP1;QUA - 10:00 as 12:00;SEX - 09:00 as 11:00;;8;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11240;TOPOGRAFIA;SP1;QUA - 07:00 as 11:00;;;4;;DTR;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9367;ALIMENTAÇÃO E NUTRIÇÃO DE PEIXES E CAMARÕES ;SP3;TER - 16:00 as 18:00;QUI - 16:00 as 18:00;;7;OPTATIVA;DEPAQ;CEGOE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9151;APROVEITAMENTO INTEGRAL DO PESCADO;SP3;SEG - 15:00 as 18:00;TER - 13:00 as 15:00;;5;;DEPAQ;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9141;AQUICULTURA GERAL S;SP3;QUA - 15:00 as 17:00;SEX - 13:00 as 15:00;;5;;DEPAQ;CEGOE - Tér. - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9152;ATIVIDADE PESQUEIRA NO BRASIL E NO MUNDO;SP3;TER - 13:00 as 15:00;SEX - 13:00 as 15:00;;7;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11330;AVALIAÇÃO DE IMPACTOS AMBIENTAIS;SP3;TER - 15:00 as 16:00;QUI - 13:00 as 16:00;;7;;DTR;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9210;BOTÂNICA AQUÁTICA;SP3;QUA - 13:00 as 15:00;SEX - 13:00 as 15:00;;1;;DEPAQ;CEGOE - Tér. - Sala 01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9150;CARCINOCULTURA;SP3;TER - 13:00 as 15:00;SEX - 13:00 as 15:00;;9;;DEPAQ;CEGOE - Tér. - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9109;CARCINOLOGIA S;SP3;QUI - 13:00 as 15:00;;;3;;DEPAQ;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9153;CULTIVO DE ALGAS;SP3;SEX - 15:00 as 18:00;;;7;;DEPAQ;CEGOE - Tér. - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6102;DESENHO TÉCNICO A;SP3;SEG - 15:00 as 16:00;SEX - 13:00 as 16:00;;3;;DM;CEGOE - Tér. - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
